127.0.0.1 - - [27/Dec/2018:22:14:14 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/main.jsp HTTP/1.1" 200 17477
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/css/libs/katex/0.6.0/katex.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/css/libs/videojs/5.11.7/video-js.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/css/libs/bootstrap/3.3.7/css/bootstrap.min.css HTTP/1.1" 200 147095
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/highlight.js/9.8.0/monokai-sublime.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/font-awesome//4.7.0/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/jquery/2.2.4/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/css/dest/styles.css HTTP/1.1" 200 182691
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/highlight.js/9.8.0/highlight.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/aliyun/aliyun-oss-sdk-4.3.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/js/jquery-1.7.2.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/ace/1.2.5/ace.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/css/jquery.slider.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/jspdf/1.2.61/jspdf.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/zeroclipboard/2.2.0/ZeroClipboard.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/dest/lib/lib.js?=2016121272249 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/bootstrap-tour/0.11.0/js/bootstrap-tour.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/bootstrap-table/1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/bootstrap-table/1.11.0/bootstrap-table.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/bootstrap-table/1.11.0/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/ravenjs/3.7.0/raven.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/js/jquery.min-1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/app/dest/frontend/index.js?=2016121272249 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/js/jquery.slider.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/img/footer-weixin.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/img/ncn1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/plupload/2.1.9/js/plupload.full.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/static/videojs/video.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/img/ncn1.jpg HTTP/1.1" 200 89411
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:21 +0800] "GET /plailing/js/jquery-1.7.2.min.js HTTP/1.1" 200 94840
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:22 +0800] "GET /plailing/captcha HTTP/1.1" 200 3049
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:23 +0800] "GET /plailing/img/slider4.jpg HTTP/1.1" 200 91480
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:23 +0800] "GET /plailing/img/slider1.jpg HTTP/1.1" 200 56475
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:23 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:23 +0800] "GET /plailing/img/slider3.jpg HTTP/1.1" 200 296325
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:14:23 +0800] "GET /plailing/img/slider2.jpg HTTP/1.1" 200 10439447
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/main.jsp HTTP/1.1" 200 17477
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/app/css/libs/videojs/5.11.7/video-js.min.css HTTP/1.1" 200 41117
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/img/logo.png HTTP/1.1" 200 24703
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/app/css/libs/katex/0.6.0/katex.min.css HTTP/1.1" 200 20641
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/font-awesome//4.7.0/css/font-awesome.min.css HTTP/1.1" 200 30950
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/app/dest/lib/lib.js?=2016121272249 HTTP/1.1" 200 611244
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/ace/1.2.5/ace.js HTTP/1.1" 200 354294
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/jquery/2.2.4/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/highlight.js/9.8.0/highlight.min.js HTTP/1.1" 200 44717
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/plupload/2.1.9/js/plupload.full.min.js HTTP/1.1" 200 113501
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/zeroclipboard/2.2.0/ZeroClipboard.min.js HTTP/1.1" 200 29911
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/jspdf/1.2.61/jspdf.min.js HTTP/1.1" 200 297659
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/aliyun/aliyun-oss-sdk-4.3.0.min.js HTTP/1.1" 200 369173
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/videojs/video.min.js HTTP/1.1" 200 274965
0:0:0:0:0:0:0:1 - - [27/Dec/2018:22:15:06 +0800] "GET /plailing/static/bootstrap-tour/0.11.0/js/bootstrap-tour.min.js HTTP/1.1" 200 20520
